"CourseIdentifier","Subject","Number","Title","Credits","OrgUnitIdentifier","Type","Description","CIPCode"
"ENGL2029","ENGL","2029","LIT AND GENDER",3,"ENGL","Undergraduate","This course examines gender issues through literature and the idea of that gender is sociallyconstructed.",23.1401
"ENGL2036","ENGL","2036","CONTEMP LIT: SHORT",3,"ENGL","Undergraduate","Exploration of the contemporary short story with emphasis on historical, cultural and literary analysis of the genre.",23.1401
"ENGL2037","ENGL","2037","CONT WORLD POETRY",3,"ENGL","Undergraduate","Exploration of contemporary poetry with emphasis on historical, cultural, and literary analysis.",23.1401
"ENGL2044","ENGL","2044","WRITING FOR CHILD AND TEENS",3,"ENGL","Undergraduate","The art, craft, and business of writing children's stories and books, developing plots, assessing the market, targeting age groups and capturing a child's point of view. Writing in a clear, vivid, interesting style.",23.1302
"ENGL2055","ENGL","2055","SCI LIT RENAISSANCE",3,"ENGL","Undergraduate","This course will explore the ways in which scienceand technology influence values and beliefs in both the Renaissance and the 20th century.",23.9999
"ENGL2075","ENGL","2075","INTRO TO LIT",3,"ENGL","Undergraduate","An introduction to the distinctive character of the major literary genres (drama, poetry, prose) with close attention to the techniques of interpretation and the fundamentals of literary theory. This course fulfills an HU BoK requirement. It does not replace nor substitute for ENGL 3000.",23.1401
"ENGL2080","ENGL","2080","US ETHNIC LIT",3,"ENGL","Undergraduate","An introduction to the literature of selected ethnic groups (e.g., African American, Asian American, Chicano/a, Native American).",23.1402
"ENGL2085","ENGL","2085","POP FICTION",3,"ENGL","Undergraduate","This course introduces, varying each quarter, one of the diverse sub-genres of narrative fiction, such as gothic fiction, science fiction, cyberpunk, romance, folklore, hypertext fiction, travel narratives, and detective stories. It not only studies the primary texts that epitomize the sub-genre but also explores the artistic and socio-cultural processes that shaped the production, appreciation and interpretation of thetexts.",23.9999
"ENGL2089","ENGL","2089","INTERMEDIATE COMP",3,"ENGL","Undergraduate","This course emphasizes critical reading and writing, advanced research and argument skills, and rhetorical understanding of language as it is used in different discourse communities. - Prerequisite Definition: To take this course you must: Have taken the following Courses 15ENGL102 min grade C-, or 15ENGL102H min grade C-, or 15ENGL112 min grade C-, or 28ENGL102 min grade C-, or 32ENGL102 min grade C-, or 34ENGL102 min grade C-, or 34ENGL102H min grade C-, or ENGL1001 min grade C-, or ENGL1002 min grade C-, or ENGL1012 min grade C-, or ENGL1902 min grade C-. Be at least a Sophomore.",23.1301
"ENGL2090","ENGL","2090","INTRO TO NATIVE AMERICAN LIT",3,"ENGL","Undergraduate","A survey of Native American literatures of various genres and forms from pre-contact to the present, with close attention paid to Native American oral and written traditions within their historical and cultural contexts.",23.1402
"ENGL2099","ENGL","2099","IND STUDY",1,"ENGL","Undergraduate","An individualized program in reading and/or research developed jointly by the student and the instructor, subject to instructor approval. By Permission Only",23.9999
"ENGL2989","ENGL","2989","INTERMED COMP B",2,"ENGL","Undergraduate","This course is restricted to students who have completed Engl 102 or 112 under quarters or Engl 1902 under semesters. The course emphasizes critical reading and writing, advanced research and argument skills, and rhetorical understanding of language as it is used in different discourse communities. Pre-Requisite: To take this course you must: Have taken the following Courses 15ENGL102 min grade C-, or 15ENGL102H min grade C-, or 15ENGL112 min grade C-, or 28ENGL102 min grade C-, or 32ENGL102 min grade C-, or 34ENGL102 min grade C-, or 34ENGL102H min grade C-, or 34ENGL112 min grade C-, or ENGL1902 min grade C-. Be at least a Sophomore.",23.1301
"ENGL3024","ENGL","3024","JOURNALISM",3,"ENGL","Undergraduate","A survey of the history and current practice of journalism in America, covering legal and ethical concepts, range and types and analysis of writing styles from excellent models and case studies.",9.0401
"ENGL3029","ENGL","3029","READ WRIT AUTOBIO",3,"ENGL","Undergraduate","Readings in the development of autobiography as a literary mode in British and American culture and writing in this mode throughout the quarter, as personal disciplined narrative.",23.1302
"ENGL3071","ENGL","3071","TECH WRITING",3,"ENGL","Undergraduate","Survey of theory and practice of writing in business settings, technical fields and scientificdisciplines. This course is not a grammar/style review and does not replace English Composition 0097, 1000 or 1001 courses or English as a second language courses. Pre-Requisite: To take this course you must: Have taken the following Course ENGL1001 min grade D-.",23.1303
"ENGL3075","ENGL","3075","PROF WRIT PUB",3,"ENGL","Undergraduate","Students learn to develop audiences, geared to either business or professional / creative goals. Each student develops a portfolio to showcase their writing, including a realistic marketing plan or developmental goals. Students use the writing course to complete certificate studies andto develop toward publishing. Pre-Requisite: To take this course you must: Have taken the following Course ENGL1001 min grade D-.",23.1302
"ENTR2001","ENTR","2001","ESSENTIALS OF ENTREPRENEURSHIP",3,"ENTR","Undergraduate","This course prepares entrepreneurs for the rewards and pitfalls of an entrepreneurial career choice. The content focuses on the essentials of effective management of a start-up company. These topics are also applicable to successfully creating a new product or service within an existing company and as a force for social change. Understanding the positioning of a new company to meet the various marketing, financial, and technological challenges is of central emphasis as well. The course integrates ""real-time' decision-making for key management issues as students follow the development of a new venture. Through cases, exercises and discussion students apply course concepts to actual business scenarios in order to practice the broad range of skills required to start and build a company in today's complex world.",52.0701
"EVST1011","EVST","1011","ENVIR STUDIES I",3,"EVST","Undergraduate","This course introduces the fundamentals of environmental studies through an interdisciplinaryexamination of ecosystem structure and function. The course will examine human populations and societal differences in the production, use, and misuse of resources.",3.0103
"EVST1012","EVST","1012","ENVIR STUDIES II",3,"EVST","Undergraduate","This course will be an in-depth examination of selected environmental issues introduced in EVST1011. The course will provide greater detail on particular environmental problems and focus on possible solutions ranging from scientific and technological approaches to policy, regulation andthe law. Students will participate in the analysisof the issue(s), synthesis and integration of the available information, and problem solving activities.",3.0103
